EXERCÍCIO,CÓDIGO ÓRGÃO SUPERIOR,NOME ÓRGÃO SUPERIOR,CÓDIGO ÓRGÃO SUBORDINADO,NOME ÓRGÃO SUBORDINADO,CÓDIGO UNIDADE ORÇAMENTÁRIA,NOME UNIDADE ORÇAMENTÁRIA,CÓDIGO FUNÇÃO,NOME FUNÇÃO,CÓDIGO SUBFUNÇÃO,NOME SUBFUNÇÃO,CÓDIGO PROGRAMA ORÇAMENTÁRIO,NOME PROGRAMA ORÇAMENTÁRIO,CÓDIGO AÇÃO,NOME AÇÃO,CÓDIGO CATEGORIA ECONÔMICA,NOME CATEGORIA ECONÔMICA,CÓDIGO GRUPO DE DESPESA,NOME GRUPO DE DESPESA,CÓDIGO ELEMENTO DE DESPESA,NOME ELEMENTO DE DESPESA,ORÇAMENTO INICIAL (R$),ORÇAMENTO ATUALIZADO (R$),ORÇAMENTO EMPENHADO (R$),ORÇAMENTO REALIZADO (R$),% REALIZADO DO ORÇAMENTO (COM RELAÇÃO AO ORÇAMENTO ATUALIZADO)
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,404206.94,404206.94,392406.67,261902.83,64.79
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2C55,DISSEMINACAO DE CONDUTA ETICA NO PODER EXECUTIVO FEDERAL,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,36,Outros Serviços de Terceiros - Pessoa Física,10000.0,10000.0,10000.0,1595.0,15.95
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,28,Encargos especiais,846,Outros encargos especiais,910,OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E,00UU,CONTRIBUICOES REGULARES A ORGANISMOS INTERNACIONAIS DE DIREITO PRIVADO SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,87954.0,87954.0,0.0,0.0,0.0
2026,20000,Presidência da República,60000,Gabinete da Vice-Presidência da República,60101,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,6951279.0,6951279.0,6951279.0,408473.22,5.88
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,37,Locação de Mão-de-Obra,3609759.49,3609759.49,2562084.95,257995.52,7.15
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,805072.39,805072.39,805072.39,100167.21,12.44
2026,20000,Presidência da República,20101,Presidência da República,74921,RECURSOS SOB SUPERVISAO DO FIIS/PR,28,Encargos especiais,846,Outros encargos especiais,902,OPERACOES ESPECIAIS: FINANCIAMENTOS COM RETORNO,00X6,"FINANCIAMENTOS DE INVESTIMENTOS EM INFRAESTRUTURA SOCIAL (LEI N. 14.947, DE 2024)",4,DESPESAS DE CAPITAL,5,Inversões Financeiras,0,Não informado,10000000000.0,10000000000.0,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,94,Indenizações e Restituições Trabalhistas,994053.58,994053.58,994053.58,252916.85,25.44
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,143033.56,143033.56,112228.99,9457.74,6.61
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2C55,DISSEMINACAO DE CONDUTA ETICA NO PODER EXECUTIVO FEDERAL,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,33,Passagens e Despesas com Locomoção,35000.0,35000.0,35000.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,28,Encargos especiais,846,Outros encargos especiais,910,OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E,00XH,CONTRIBUICAO VOLUNTARIA AO ORGANISMO INTERNACIONAL DE JUVENTUDE PARA IBEROAMERICA (OIJ),3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,300000.0,300000.0,0.0,0.0,0.0
2026,20000,Presidência da República,60000,Gabinete da Vice-Presidência da República,60101,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,16,Outras Despesas Variáveis - Pessoal Civil,150000.0,150000.0,150000.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,47,Obrigações Tributárias e Contributivas,1053236.66,1053236.66,1049531.96,374992.76,35.6
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,3009180.4,3009180.4,3009180.4,184810.33,6.14
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,28,Encargos especiais,846,Outros encargos especiais,909,OPERACOES ESPECIAIS: OUTROS ENCARGOS ESPECIAIS,00QF,"INTEGRALIZACAO DE COTAS EM FUNDO DE APOIO A ESTRUTURACAO E AO DESENVOLVIMENTO DE PROJETOS DE CONCESSOES E PARCERIAS PUBLICO-PRIVADAS DA UNIAO, DOS ESTADOS, DO DISTRITO FEDERAL E DOS MUNICIPIOS",4,DESPESAS DE CAPITAL,5,Inversões Financeiras,0,Não informado,22687949.0,22687949.0,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,92,Despesas de Exercícios Anteriores,142453.42,142453.42,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,7896576.43,7896576.43,6913022.28,2065373.29,26.16
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2C55,DISSEMINACAO DE CONDUTA ETICA NO PODER EXECUTIVO FEDERAL,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,24000.0,24000.0,24000.0,1992.27,8.3
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",216X,FUNCIONAMENTO DOS CONSELHOS E COMISSOES DA PRESIDENCIA DA REPUBLICA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,36,Outros Serviços de Terceiros - Pessoa Física,342500.0,342500.0,340500.0,17742.5,5.18
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,4,Contratação por Tempo Determinado,719060.0,719060.0,719060.0,45444.81,6.32
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,11784427.0,11784427.0,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2C55,DISSEMINACAO DE CONDUTA ETICA NO PODER EXECUTIVO FEDERAL,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,431000.0,431000.0,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",216X,FUNCIONAMENTO DOS CONSELHOS E COMISSOES DA PRESIDENCIA DA REPUBLICA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,33,Passagens e Despesas com Locomoção,548600.0,548600.0,548510.2,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,27000000.0,27000000.0,27000000.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,4,DESPESAS DE CAPITAL,4,Investimentos,47,Obrigações Tributárias e Contributivas,500.0,500.0,0.0,0.0,0.0
2026,20000,Presidência da República,60000,Gabinete da Vice-Presidência da República,60101,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,49,Auxílio-Transporte,20000.0,20000.0,20000.0,490.0,2.45
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",216X,FUNCIONAMENTO DOS CONSELHOS E COMISSOES DA PRESIDENCIA DA REPUBLICA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,116500.0,116500.0,116500.0,22182.34,19.04
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,92,Despesas de Exercícios Anteriores,165525.39,165525.39,165525.39,165525.39,100.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,4,DESPESAS DE CAPITAL,4,Investimentos,0,Não informado,11696087.34,11696087.34,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,4,DESPESAS DE CAPITAL,4,Investimentos,52,Equipamentos e Material Permanente,2500000.0,2500000.0,1849867.42,2393.96,0.1
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",216X,FUNCIONAMENTO DOS CONSELHOS E COMISSOES DA PRESIDENCIA DA REPUBLICA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,1000.0,1000.0,1000.0,0.0,0.0
2026,20000,Presidência da República,60000,Gabinete da Vice-Presidência da República,60101,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,92,Despesas de Exercícios Anteriores,60000.0,60000.0,60000.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",20D5,GERENCIAMENTO DAS RELACOES INSTITUCIONAIS DO GOVERNO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,36,Outros Serviços de Terceiros - Pessoa Física,15100.0,15100.0,15100.0,6380.0,42.25
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,40,Serviços de Tecnologia da Informação e Comunicação,1334884.04,1334884.04,1140762.46,804559.14,60.27
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",216X,FUNCIONAMENTO DOS CONSELHOS E COMISSOES DA PRESIDENCIA DA REPUBLICA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,7032600.0,7032600.0,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,80000000.0,80000000.0,80000000.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",20D5,GERENCIAMENTO DAS RELACOES INSTITUCIONAIS DO GOVERNO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,33,Passagens e Despesas com Locomoção,433000.0,433000.0,432357.71,99702.34,23.03
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,1030375.93,1030375.93,428697.97,210242.12,20.4
2026,20000,Presidência da República,20101,Presidência da República,71906,FUNDO ESPECIAL DE FINANCIAMENTO DE CAMPANHA,28,Encargos especiais,846,Outros encargos especiais,909,OPERACOES ESPECIAIS: OUTROS ENCARGOS ESPECIAIS,0EB8,FINANCIAMENTO DE CAMPANHA ELEITORAL,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,4961519777.0,4961519777.0,0.0,0.0,0.0
2026,20000,Presidência da República,20116,Fundo de Imprensa Nacional,20927,FUNDO DE IMPRENSA NACIONAL,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,96,Ressarcimento de Despesas de Pessoal Requisitado,200000.0,200000.0,200000.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",20D5,GERENCIAMENTO DAS RELACOES INSTITUCIONAIS DO GOVERNO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,125000.0,125000.0,125000.0,67654.99,54.12
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,2450000.0,2450000.0,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,96,Ressarcimento de Despesas de Pessoal Requisitado,100461440.63,100461440.63,100461440.63,8885672.76,8.84
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",20D5,GERENCIAMENTO DAS RELACOES INSTITUCIONAIS DO GOVERNO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,10000.0,10000.0,9975.36,536.36,5.36
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,2486502.49,2486502.49,2085676.36,1332441.36,53.59
2026,20000,Presidência da República,20116,Fundo de Imprensa Nacional,20927,FUNDO DE IMPRENSA NACIONAL,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,280000.0,280000.0,280000.0,21985.4,7.85
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,1149,"RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOC",20D5,GERENCIAMENTO DAS RELACOES INSTITUCIONAIS DO GOVERNO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,8003750.0,8003750.0,0.0,0.0,0.0
2026,20000,Presidência da República,60000,Gabinete da Vice-Presidência da República,60101,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,541.65,541.65,541.65,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,92,Despesas de Exercícios Anteriores,574317.4,574317.4,574317.4,564317.4,98.26
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,4102,SEGURANCA INSTITUCIONAL,15R5,IMPLANTACAO DO SISTEMA DE PROTECAO DAS INSTALACOES PRESIDENCIAIS - (PROPR),4,DESPESAS DE CAPITAL,4,Investimentos,0,Não informado,6487166.0,6487166.0,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,491200.0,491200.0,491200.0,299228.99,60.92
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,31568910.86,31568910.86,31568910.86,56288.85,0.18
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2867,ATIVOS MILITARES DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,12,Vencimentos e Vantagens Fixas - Pessoal Militar,864164.53,864164.53,864164.53,58829.16,6.81
2026,20000,Presidência da República,60000,Gabinete da Vice-Presidência da República,60101,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,4,DESPESAS DE CAPITAL,4,Investimentos,52,Equipamentos e Material Permanente,2000.0,2000.0,1000.0,1000.0,50.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,7,Contribuição a Entidades Fechadas de Previdência,10000000.0,10000000.0,10000000.0,0.0,0.0
